t	F1	F2	F3	F4	F5	dF1	dF2	dF3	dF4	dF5
 6.49315068493150684926E+0000  2.51170507509398167792E+0002  2.51170507509398167792E+0002  2.51170507509398167792E+0002  2.56153989837872040208E+0002  1.77342748758795060463E+0002  7.32104319647064451732E-0005  7.32104319647064451732E-0005  7.32104319647064451732E-0005  7.32241249707459372746E-0005  7.31420340571864918993E-0005
 6.52054794520547945222E+0000  2.76881462724674653281E+0002  2.76881462724674653281E+0002  2.76881462724674653281E+0002  2.82322170428463507380E+0002  1.94833555093726430246E+0002  7.32187176767199488766E-0005  7.32187176767199488766E-0005  7.32187176767199488766E-0005  7.32324125323963004445E-0005  7.31503102767130365913E-0005
 6.54794520547945205474E+0000  3.02534260593337924083E+0002  3.02534260593337924083E+0002  3.02534260593337924083E+0002  3.08535296332243638096E+0002  2.09905929238126655281E+0002  7.32265371972329572522E-0005  7.32265371972329572522E-0005  7.32265371972329572522E-0005  7.32402338325878759482E-0005  7.31581204644607961110E-0005
 6.57534246575342465769E+0000  3.28360386216414784771E+0002  3.28360386216414784771E+0002  3.28360386216414784771E+0002  3.34883746926955864154E+0002  2.24578054727783050976E+0002  7.32404723879130492167E-0005  7.32404723879130492167E-0005  7.32404723879130492167E-0005  7.32541721222561031569E-0005  7.31720398231958489687E-0005
 6.60273972602739726021E+0000  3.54259148656834250340E+0002  3.54259148656834250340E+0002  3.54259148656834250340E+0002  1.32847888759700840148E+0000  2.38938012134959841273E+0002  7.32473865401345664117E-0005  7.32473865401345664117E-0005  7.32473865401345664117E-0005  7.32610877944224519394E-0005  7.31789463152793734256E-0005
 6.63013698630136986316E+0000  2.03278523411391956986E+0001  2.03278523411391956986E+0001  2.03278523411391956986E+0001  2.80303845906161324120E+0001  2.53063713113550106920E+0002  7.32554253707138923018E-0005  7.32554253707138923018E-0005  7.32554253707138923018E-0005  7.32691283824560540739E-0005  7.31869763474149733056E-0005
 6.65753424657534246568E+0000  4.68233909638080968776E+0001  4.68233909638080968776E+0001  4.68233909638080968776E+0001  5.50827749400354884611E+0001  2.67854286868451828885E+0002  7.32546683870168223795E-0005  7.32546683870168223795E-0005  7.32546683870168223795E-0005  7.32683712624218226569E-0005  7.31862198715735059874E-0005
 6.68493150684931506864E+0000  7.35975445671229070166E+0001  7.35975445671229070166E+0001  7.35975445671229070166E+0001  8.23583373457378505253E+0001  2.82942301362183421226E+0002  7.32540970300844281981E-0005  7.32540970300844281981E-0005  7.32540970300844281981E-0005  7.32677998025858650396E-0005  7.31856488979524855243E-0005
 6.71232876712328767116E+0000  1.00689435321460162384E+0002  1.00689435321460162384E+0002  1.00689435321460162384E+0002  1.09953063505068407806E+0002  2.98366594331431566195E+0002  7.32497858716637954328E-0005  7.32497858716637954328E-0005  7.32497858716637954328E-0005  7.32634876908891733153E-0005  7.31813425764536211898E-0005
 6.73972602739726027411E+0000  1.28285941982341225628E+0002  1.28285941982341225628E+0002  1.28285941982341225628E+0002  1.38018276993014891010E+0002  3.14549649016913127397E+0002  7.32529093057570610663E-0005  7.32529093057570610663E-0005  7.32529093057570610663E-0005  7.32666118080876397685E-0005  7.31844625891301708774E-0005
 6.76712328767123287663E+0000  1.56105812564405609016E+0002  1.56105812564405609016E+0002  1.56105812564405609016E+0002  1.66243490878361815224E+0002  3.31136819683978599477E+0002  7.32595046289603955812E-0005  7.32595046289603955812E-0005  7.32595046289603955812E-0005  7.32732085893084533987E-0005  7.31910505166402933653E-0005
 6.79452054794520547958E+0000  1.84051480311577752069E+0002  1.84051480311577752069E+0002  1.84051480311577752069E+0002  1.94407444020629168083E+0002  3.48146115283221005199E+0002  7.32694693891395034969E-0005  7.32694693891395034969E-0005  7.32694693891395034969E-0005  7.32831755115211939299E-0005  7.32010045531248901549E-0005
 6.82191780821917808210E+0000  2.12158745800566600592E+0002  2.12158745800566600592E+0002  2.12158745800566600592E+0002  2.22657796463227526870E+0002  5.46561246239911197823E+0000  7.32783140006237417401E-0005  7.32783140006237417401E-0005  7.32783140006237417401E-0005  7.32920220374416250453E-0005  7.32098396975282795696E-0005
 6.84931506849315068506E+0000  2.40185731719110860088E+0002  2.40185731719110860088E+0002  2.40185731719110860088E+0002  2.50859511265836755120E+0002  2.26852907589750833230E+0001  7.32868733985290138421E-0005  7.32868733985290138421E-0005  7.32868733985290138421E-0005  7.33005833277336462973E-0005  7.32183894980959692395E-0005
 6.87671232876712328758E+0000  2.68183445118629832760E+0002  2.68183445118629832760E+0002  2.68183445118629832760E+0002  2.78908537576995578244E+0002  4.00747331278617468682E+0001  7.32894448294797968524E-0005  7.32894448294797968524E-0005  7.32894448294797968524E-0005  7.33031553843930131090E-0005  7.32209574169880299228E-0005
 6.90410958904109589053E+0000  2.96292412796230009264E+0002  2.96292412796230009264E+0002  2.96292412796230009264E+0002  3.07011460723906693782E+0002  5.75671748496566090918E+0001  7.32866373702508934009E-0005  7.32866373702508934009E-0005  7.32866373702508934009E-0005  7.33003473740591291084E-0005  7.32181523401447113255E-0005
 6.93150684931506849305E+0000  3.24253281871161272043E+0002  3.24253281871161272043E+0002  3.24253281871161272043E+0002  3.35055573075217182299E+0002  7.47725506272710648895E+0001  7.32819330707037595496E-0005  7.32819330707037595496E-0005  7.32819330707037595496E-0005  7.32956421175248775390E-0005  7.32134524015937866350E-0005
 6.95890410958904109600E+0000  3.52151924168502133444E+0002  3.52151924168502133444E+0002  3.52151924168502133444E+0002  3.03139835751385448392E+0000  9.18093675502499097993E+0001  7.32704703434832639987E-0005  7.32704703434832639987E-0005  7.32704703434832639987E-0005  7.32841770123404620477E-0005  7.32020008089104017655E-0005
 6.98630136986301369852E+0000  2.01428342094355641873E+0001  2.01428342094355641873E+0001  2.01428342094355641873E+0001  3.10835837252042449068E+0001  1.08872242327670353111E+0002  7.32649488500908509105E-0005  7.32649488500908509105E-0005  7.32649488500908509105E-0005  7.32786544626125752949E-0005  7.31964836995054943800E-0005
 7.01369863013698630148E+0000  4.80094145245937020533E+0001  4.80094145245937020533E+0001  4.80094145245937020533E+0001  5.90991773882717470502E+0001  1.25623892361931547797E+0002  7.32579844030485259623E-0005  7.32579844030485259623E-0005  7.32579844030485259623E-0005  7.32716886219837001504E-0005  7.31895254556333462013E-0005
 7.04109589041095890400E+0000  7.58819710672574165300E+0001  7.58819710672574165300E+0001  7.58819710672574165300E+0001  8.72535926093722155744E+0001  1.41906985688825591926E+0002  7.32627847761607649810E-0005  7.32627847761607649810E-0005  7.32627847761607649810E-0005  7.32764901789757214441E-0005  7.31943190969793246348E-0005
 7.06849315068493150695E+0000  1.03909250665777158455E+0002  1.03909250665777158455E+0002  1.03909250665777158455E+0002  1.15683652272889960826E+0002  1.57834146316965555079E+0002  7.32669307705079013448E-0005  7.32669307705079013448E-0005  7.32669307705079013448E-0005  7.32806372174371350746E-0005  7.31984590396708893341E-0005
 7.09589041095890410947E+0000  1.31777263940274347559E+0002  1.31777263940274347559E+0002  1.31777263940274347559E+0002  1.43965118993042576895E+0002  1.73775740261384889412E+0002  7.32758072597857304675E-0005  7.32758072597857304675E-0005  7.32758072597857304675E-0005  7.32895157286892899696E-0005  7.32073249206807278401E-0005
 7.12328767123287671242E+0000  1.59477570812476227402E+0002  1.59477570812476227402E+0002  1.59477570812476227402E+0002  1.72137236376807266816E+0002  1.89496705075534634624E+0002  7.32766928032609821804E-0005  7.32766928032609821804E-0005  7.32766928032609821804E-0005  7.32904015009553857527E-0005  7.32082091081489012471E-0005
 7.15068493150684931494E+0000  1.87072176103017579221E+0002  1.87072176103017579221E+0002  1.87072176103017579221E+0002  2.00323924245124363061E+0002  2.04616305423143264461E+0002  7.32761078885757075181E-0005  7.32761078885757075181E-0005  7.32761078885757075181E-0005  7.32898164857112550518E-0005  7.32076245330582762043E-0005
 7.17808219178082191790E+0000  2.14195472960182624361E+0002  2.14195472960182624361E+0002  2.14195472960182624361E+0002  2.27980899082047675161E+0002  2.19539843781246334267E+0002  7.32660898626347203044E-0005  7.32660898626347203044E-0005  7.32660898626347203044E-0005  7.32797963099635282613E-0005  7.31976170257591465478E-0005
 7.20547945205479452042E+0000  2.40986912939104536091E+0002  2.40986912939104536091E+0002  2.40986912939104536091E+0002  2.55272971994713643709E+0002  2.34370247857619895676E+0002  7.32520871687345597621E-0005  7.32520871687345597621E-0005  7.32520871687345597621E-0005  7.32657905620749759474E-0005  7.31836295762597943088E-0005
 7.23287671232876712337E+0000  2.67468419082556109007E+0002  2.67468419082556109007E+0002  2.67468419082556109007E+0002  2.82328655451741276389E+0002  2.48569813264577503975E+0002  7.32345187617364993455E-0005  7.32345187617364993455E-0005  7.32345187617364993455E-0005  7.32482182798254695907E-0005  7.31660807781837864734E-0005
 7.26027397260273972589E+0000  2.93448346836431608775E+0002  2.93448346836431608775E+0002  2.93448346836431608775E+0002  3.08841033803379204498E+0002  2.62368542759787306967E+0002  7.32204705038697646101E-0005  7.32204705038697646101E-0005  7.32204705038697646101E-0005  7.32341669241968664407E-0005  7.31520481917501917393E-0005
 7.28767123287671232884E+0000  3.19279337047203133737E+0002  3.19279337047203133737E+0002  3.19279337047203133737E+0002  3.35070393595341118276E+0002  2.76249949792761525152E+0002  7.32152425835500255744E-0005  7.32152425835500255744E-0005  7.32152425835500255744E-0005  7.32289378235253877301E-0005  7.31468264069972212225E-0005
 7.31506849315068493136E+0000  3.45188607688340074686E+0002  3.45188607688340074686E+0002  3.45188607688340074686E+0002  1.29668258667834013220E+0000  2.90495434316763553012E+0002  7.32185142018924158215E-0005  7.32185142018924158215E-0005  7.32185142018924158215E-0005  7.32322100843423802383E-0005  7.31500952435291360907E-0005
 7.34246575342465753432E+0000  1.09613137887618349300E+0001  1.09613137887618349300E+0001  1.09613137887618349300E+0001  2.73860282897047115636E+0001  3.04546549529721213706E+0002  7.32266468773493885908E-0005  7.32266468773493885908E-0005  7.32266468773493885908E-0005  7.32403444780707130470E-0005  7.31582196715924669819E-0005
 7.36986301369863013684E+0000  3.68281856326058451810E+0001  3.68281856326058451810E+0001  3.68281856326058451810E+0001  5.36042430757540767292E+0001  3.18541378394354506937E+0002  7.32362243840903504173E-0005  7.32362243840903504173E-0005  7.32362243840903504173E-0005  7.32499240582497246879E-0005  7.31677869179166236002E-0005
 7.39726027397260273979E+0000  6.27954946765499417427E+0001  6.27954946765499417427E+0001  6.27954946765499417427E+0001  7.98351702875728613459E+0001  3.33326247450760742908E+0002  7.32451894441086342790E-0005  7.32451894441086342790E-0005  7.32451894441086342790E-0005  7.32588910770660778926E-0005  7.31767421772287741304E-0005
 7.42465753424657534231E+0000  8.86314443350893959098E+0001  8.86314443350893959098E+0001  8.86314443350893959098E+0001  1.05942843052183936388E+0002  3.48205317523663394647E+0002  7.32467808380118089939E-0005  7.32467808380118089939E-0005  7.32467808380118089939E-0005  7.32604828119834786113E-0005  7.31783319051145676679E-0005
 7.45205479452054794526E+0000  1.14554343292321550808E+0002  1.14554343292321550808E+0002  1.14554343292321550808E+0002  1.32255422301867217608E+0002  3.35264454165615999348E+0000  7.32462208475899539855E-0005  7.32462208475899539855E-0005  7.32462208475899539855E-0005  7.32599227078332845227E-0005  7.31777724319818082298E-0005
 7.47945205479452054778E+0000  1.40544480537919539612E+0002  1.40544480537919539612E+0002  1.40544480537919539612E+0002  1.58607771715921462979E+0002  2.00935620351419454849E+0001  7.32369416929405515305E-0005  7.32369416929405515305E-0005  7.32369416929405515305E-0005  7.32506415848179624262E-0005  7.31685027717865032899E-0005
 7.50684931506849315074E+0000  1.66382245086119230651E+0002  1.66382245086119230651E+0002  1.66382245086119230651E+0002  1.84782108514365944460E+0002  4.03926564318699896743E+0001  7.32287775359349728127E-0005  7.32287775359349728127E-0005  7.32287775359349728127E-0005  7.32424757081888364451E-0005  7.31603468348155984612E-0005
 7.53424657534246575326E+0000  1.92301806823687678041E+0002  1.92301806823687678041E+0002  1.92301806823687678041E+0002  2.11143594035769403286E+0002  9.32652456095268556011E+0001  7.32170318640130483531E-0005  7.32170318640130483531E-0005  7.32170318640130483531E-0005  7.32307275154336972863E-0005  7.31486135054047303346E-0005
 7.56164383561643835621E+0000  2.18269064730691972342E+0002  2.18269064730691972342E+0002  2.18269064730691972342E+0002  2.37636355491580286203E+0002  3.10888965434259982677E+0001  7.32161833312863250545E-0005  7.32161833312863250545E-0005  7.32161833312863250545E-0005  7.32298788670141057018E-0005  7.31477651339329112799E-0005
 7.58904109589041095873E+0000  2.44136547922678235442E+0002  2.44136547922678235442E+0002  2.44136547922678235442E+0002  2.64061884170894719592E+0002  6.05887512964103247710E+0001  7.32190048988820087581E-0005  7.32190048988820087581E-0005  7.32190048988820087581E-0005  7.32327011145976362611E-0005  7.31505829178429401051E-0005
 7.61643835616438356169E+0000  2.70174421841162312657E+0002  2.70174421841162312657E+0002  2.70174421841162312657E+0002  2.90628989021612506582E+0002  7.95174812968955326345E+0001  7.32335437728403303446E-0005  7.32335437728403303446E-0005  7.32335437728403303446E-0005  7.32472431900964390939E-0005  7.31651056213125951235E-0005
 7.64383561643835616421E+0000  2.96393069271784762503E+0002  2.96393069271784762503E+0002  2.96393069271784762503E+0002  3.17405053838097167329E+0002  9.59551152473264755555E+0001  7.32444968463018980254E-0005  7.32444968463018980254E-0005  7.32444968463018980254E-0005  7.32581986683775712098E-0005  7.31760465923390260182E-0005
 7.67123287671232876716E+0000  3.22726889595406000399E+0002  3.22726889595406000399E+0002  3.22726889595406000399E+0002  3.44358093866240673520E+0002  1.11605334316111740600E+0002  7.32601724971395796248E-0005  7.32601724971395796248E-0005  7.32601724971395796248E-0005  7.32738777704749317083E-0005  7.31917048198728652607E-0005
 7.69863013698630136968E+0000  3.49431440355923949248E+0002  3.49431440355923949248E+0002  3.49431440355923949248E+0002  1.15664920266662191208E+0001  1.27517396287440836537E+0002  7.32642652339413299633E-0005  7.32642652339413299633E-0005  7.32642652339413299633E-0005  7.32779714493978256013E-0005  7.31957925568103828783E-0005
 7.72602739726027397263E+0000  1.64277219453910919549E+0001  1.64277219453910919549E+0001  1.64277219453910919549E+0001  3.90053105495416927995E+0001  1.43360388491920421314E+0002  7.32686223836442845932E-0005  7.32686223836442845932E-0005  7.32686223836442845932E-0005  7.32823295834766411185E-0005  7.32001445885400472923E-0005
 7.75342465753424657515E+0000  4.36071068876584124058E+0001  4.36071068876584124058E+0001  4.36071068876584124058E+0001  6.67022341163061561684E+0001  1.59165738536006148296E+0002  7.32624904778130182797E-0005  7.32624904778130182797E-0005  7.32624904778130182797E-0005  7.32761963559634094804E-0005  7.31940191853664828865E-0005
 7.78082191780821917811E+0000  7.11169068867289565494E+0001  7.11169068867289565494E+0001  7.11169068867289565494E+0001  9.46282222884649028075E+0001  1.75417720045814034199E+0002  7.32568982130202098081E-0005  7.32568982130202098081E-0005  7.32568982130202098081E-0005  7.32706029228156386553E-0005  7.31884324442904423342E-0005
 7.80821917808219178063E+0000  9.87039231200171572958E+0001  9.87039231200171572958E+0001  9.87039231200171572958E+0001  1.22409158268495070782E+0002  1.92122746898076513802E+0002  7.32501257094330203829E-0005  7.32501257094330203829E-0005  7.32501257094330203829E-0005  7.32638289987793477928E-0005  7.31816666913407407191E-0005
 7.83561643835616438358E+0000  1.26197892029880613225E+0002  1.26197892029880613225E+0002  1.26197892029880613225E+0002  1.50068527456316876040E+0002  2.09028132255808446111E+0002  7.32518009787011405989E-0005  7.32518009787011405989E-0005  7.32518009787011405989E-0005  7.32655046768130409613E-0005  7.31833396594139048054E-0005
 7.86301369863013698610E+0000  1.53823053645595776290E+0002  1.53823053645595776290E+0002  1.53823053645595776290E+0002  1.77846021682574151612E+0002  2.26069418216640626043E+0002  7.32590220757082922867E-0005  7.32590220757082922867E-0005  7.32590220757082922867E-0005  7.32727274406849029838E-0005  7.31905518834486865100E-0005
 7.89041095890410958905E+0000  1.81477894221501982810E+0002  1.81477894221501982810E+0002  1.81477894221501982810E+0002  2.05635431503231976780E+0002  2.43005859634001786407E+0002  7.32688489303596142538E-0005  7.32688489303596142538E-0005  7.32688489303596142538E-0005  7.32825565864650669992E-0005  7.32003664138380782708E-0005
 7.91780821917808219157E+0000  2.09046478059604580263E+0002  2.09046478059604580263E+0002  2.09046478059604580263E+0002  2.33293855118567315304E+0002  2.59849857884735105151E+0002  7.32771316891495034180E-0005  7.32771316891495034180E-0005  7.32771316891495034180E-0005  7.32908413070001057575E-0005  7.32086384489669878419E-0005
 7.94520547945205479453E+0000  2.36736493935794234875E+0002  2.36736493935794234875E+0002  2.36736493935794234875E+0002  2.61131575723539693934E+0002  2.76573798651070142191E+0002  7.32806264449113819168E-0005  7.32806264449113819168E-0005  7.32806264449113819168E-0005  7.32943369837854731871E-0005  7.32121276541279751967E-0005
 7.97260273972602739705E+0000  2.64388361181615119594E+0002  2.64388361181615119594E+0002  2.64388361181615119594E+0002  2.89080854521696545945E+0002  2.92585905159359637218E+0002  7.32805321831779953127E-0005  7.32805321831779953127E-0005  7.32805321831779953127E-0005  7.32942428769980616766E-0005  7.32120315646612584795E-0005
 8.00000000000000000000E+0000  2.91902522345741749110E+0002  2.91902522345741749110E+0002  2.91902522345741749110E+0002  3.16876938275992172833E+0002  3.08300500184590761971E+0002  7.32735107095887445388E-0005  7.32735107095887445388E-0005  7.32735107095887445388E-0005  7.32872200681094804056E-0005  7.32050155769682828253E-0005
 8.02739726027397260295E+0000  3.19501122106256173205E+0002  3.19501122106256173205E+0002  3.19501122106256173205E+0002  3.44757483225684696615E+0002  3.24138613778343151167E+0002  7.32675779144517924517E-0005  7.32675779144517924517E-0005  7.32675779144517924517E-0005  7.32812861582152527616E-0005  7.31990872690445255406E-0005
 8.05479452054794520591E+0000  3.47032700607757948419E+0002  3.47032700607757948419E+0002  3.47032700607757948419E+0002  1.27535372197125336938E+0001  3.39290655258788199727E+0002  7.32559495892043352791E-0005  7.32559495892043352791E-0005  7.32559495892043352791E-0005  7.32696554375693649301E-0005  7.31874700548869400376E-0005
 8.08219178082191780799E+0000  1.44519165170363513926E+0001  1.44519165170363513926E+0001  1.44519165170363513926E+0001  4.07256625178982755268E+0001  3.54109315787167214629E+0002  7.32525475059229465239E-0005  7.32525475059229465239E-0005  7.32525475059229465239E-0005  7.32662527514828625441E-0005  7.31840701445904776374E-0005
 8.10958904109589041095E+0000  4.20093116559013327674E+0001  4.20093116559013327674E+0001  4.20093116559013327674E+0001  6.87959543115795405868E+0001  9.40616775577188141480E+0000  7.32487570620837429651E-0005  7.32487570620837429651E-0005  7.32487570620837429651E-0005  7.32624615873391033347E-0005  7.31802826574637600138E-0005
 8.13698630136986301390E+0000  6.94650211233097774274E+0001  6.94650211233097774274E+0001  6.94650211233097774274E+0001  9.67760709236887256765E+0001  2.46850821249905893109E+0001  7.32554875649193536756E-0005  7.32554875649193536756E-0005  7.32554875649193536756E-0005  7.32691936063941490014E-0005  7.31870053011708271610E-0005
 8.16438356164383561685E+0000  9.67014314170739973445E+0001  9.67014314170739973445E+0001  9.67014314170739973445E+0001  1.24583160747259013824E+0002  3.95608406828133182219E+0001  7.32588406979521468239E-0005  7.32588406979521468239E-0005  7.32588406979521468239E-0005  7.32725475048405590273E-0005  7.31903544086242585455E-0005
 8.19178082191780821894E+0000  1.23912811958043359496E+0002  1.23912811958043359496E+0002  1.23912811958043359496E+0002  1.52380797235534846901E+0002  5.42260966098854484511E+0001  7.32646807485370077619E-0005  7.32646807485370077619E-0005  7.32646807485370077619E-0005  7.32783888697925973150E-0005  7.31961876543245734339E-0005
 8.21917808219178082189E+0000  1.50848623295820510298E+0002  1.50848623295820510298E+0002  1.50848623295820510298E+0002  1.79780355287198488651E+0002  6.91626363808172204065E+0001  7.32629980604905960980E-0005  7.32629980604905960980E-0005  7.32629980604905960980E-0005  7.32767058345781208662E-0005  7.31945065800062202193E-0005
 8.24657534246575342485E+0000  1.77443401949363547251E+0002  1.77443401949363547251E+0002  1.77443401949363547251E+0002  2.06796141664571815552E+0002  8.38184996701098741709E+0001  7.32593793455439201910E-0005  7.32593793455439201910E-0005  7.32593793455439201910E-0005  7.32730863203768682673E-0005  7.31908919147110054752E-0005
 8.27397260273972602780E+0000  2.03964247389473980962E+0002  2.03964247389473980962E+0002  2.03964247389473980962E+0002  2.33762125343117474069E+0002  9.81215374384578575620E+0001  7.32503946411727992607E-0005  7.32503946411727992607E-0005  7.32503946411727992607E-0005  7.32640996241559614308E-0005  7.31819173473440667093E-0005
 8.30136986301369862989E+0000  2.30342989325613248172E+0002  2.30342989325613248172E+0002  2.30342989325613248172E+0002  2.60420827003652484322E+0002  1.12937315856852104307E+0002  7.32406571610750809104E-0005  7.32406571610750809104E-0005  7.32406571610750809104E-0005  7.32543600072999166850E-0005  7.31721906129256902240E-0005
 8.32876712328767123284E+0000  2.56606456229954650289E+0002  2.56606456229954650289E+0002  2.56606456229954650289E+0002  2.86798639114282618245E+0002  1.28265526106751947641E+0002  7.32313247080130540351E-0005  7.32313247080130540351E-0005  7.32313247080130540351E-0005  7.32450255056595098480E-0005  7.31628684673181387309E-0005
 8.35616438356164383579E+0000  2.82996327880592793924E+0002  2.82996327880592793924E+0002  2.82996327880592793924E+0002  3.13336396211807542200E+0002  1.43677868485812229540E+0002  7.32263968127216472066E-0005  7.32263968127216472066E-0005  7.32263968127216472066E-0005  7.32400965033372806762E-0005  7.31579462934916200333E-0005
 8.38356164383561643875E+0000  3.09301427437385517416E+0002  3.09301427437385517416E+0002  3.09301427437385517416E+0002  3.39826767567413341176E+0002  1.59085536092823632295E+0002  7.32272043000457294651E-0005  7.32272043000457294651E-0005  7.32272043000457294651E-0005  7.32409041822287589705E-0005  7.31587527314231863172E-0005
 8.41095890410958904083E+0000  3.35557787414595322800E+0002  3.35557787414595322800E+0002  3.35557787414595322800E+0002  6.20784413974921853987E+0000  1.74787709771590346344E+0002  7.32335172774244679863E-0005  7.32335172774244679863E-0005  7.32335172774244679863E-0005  7.32472185909616681087E-0005  7.31650582344506232239E-0005
 8.43835616438356164379E+0000  1.97421749801774235565E+0000  1.97421749801774235565E+0000  1.97421749801774235565E+0000  3.27546698358978993666E+0001  1.90646487656779631548E+0002  7.32438246794510852720E-0005  7.32438246794510852720E-0005  7.32438246794510852720E-0005  7.32575282843553030888E-0005  7.31753539360212258594E-0005
 8.46575342465753424674E+0000  2.83228514073061259856E+0001  2.83228514073061259856E+0001  2.83228514073061259856E+0001  5.93617072251574981676E+0001  2.06281890677331873951E+0002  7.32510470228353611678E-0005  7.32510470228353611678E-0005  7.32510470228353611678E-0005  7.32647522530394831146E-0005  7.31825678644618706539E-0005
 8.49315068493150684970E+0000  5.46512847760247247979E+0001  5.46512847760247247979E+0001  5.46512847760247247979E+0001  8.60508882060640966707E+0001  2.22139490256705618224E+0002  7.32576944047742620899E-0005  7.32576944047742620899E-0005  7.32576944047742620899E-0005  7.32714011630986325105E-0005  7.31892071476308918880E-0005
 8.52054794520547945178E+0000  8.11277167779695147221E+0001  8.11277167779695147221E+0001  8.11277167779695147221E+0001  1.12853902217517811618E+0002  2.38809433181476849853E+0002  7.32551630017342677709E-0005  7.32551630017342677709E-0005  7.32551630017342677709E-0005  7.32688692926672539922E-0005  7.31866775687968744742E-0005
 8.54794520547945205474E+0000  1.07497304158503891584E+0002  1.07497304158503891584E+0002  1.07497304158503891584E+0002  1.39577574353724394446E+0002  2.56677117710021815478E+0002  7.32513952897673219625E-0005  7.32513952897673219625E-0005  7.32513952897673219625E-0005  7.32651008293846647595E-0005  7.31829131842846604064E-0005
 8.57534246575342465769E+0000  1.33846378139467336532E+0002  1.33846378139467336532E+0002  1.33846378139467336532E+0002  1.66458159658285200222E+0002  2.77183926430096388233E+0002  7.32382307720136006522E-0005  7.32382307720136006522E-0005  7.32382307720136006522E-0005  7.32519334919723292006E-0005  7.31697624339283910602E-0005
 8.60273972602739726064E+0000  1.60293988486732370893E+0002  1.60293988486732370893E+0002  1.60293988486732370893E+0002  1.93473199837276452664E+0002  3.14254029435176561902E+0002  7.32289884185422099350E-0005  7.32289884185422099350E-0005  7.32289884185422099350E-0005  7.32426891849808324699E-0005  7.31605294605997529353E-0005
 8.63013698630136986273E+0000  1.86611076055533685186E+0002  1.86611076055533685186E+0002  1.86611076055533685186E+0002  2.20268087680060267466E+0002  2.23506984698623627175E+0002  7.32219671532253177746E-0005  7.32219671532253177746E-0005  7.32219671532253177746E-0005  7.32356664416206787225E-0005  7.31535152557503102012E-0005
 8.65753424657534246568E+0000  2.12982100844115366051E+0002  2.12982100844115366051E+0002  2.12982100844115366051E+0002  2.47171139027457683029E+0002  2.89285143409037006412E+0002  7.32290300265331781306E-0005  7.32290300265331781306E-0005  7.32290300265331781306E-0005  7.32427308743642106906E-0005  7.31605702277975307299E-0005
 8.68493150684931506864E+0000  2.39573934929914877601E+0002  2.39573934929914877601E+0002  2.39573934929914877601E+0002  2.74361554255937203195E+0002  3.12923327695049654007E+0002  7.32394009959593982217E-0005  7.32394009959593982217E-0005  7.32394009959593982217E-0005  7.32531041424033953570E-0005  7.31709294997781780861E-0005
 8.71232876712328767159E+0000  2.66200599596947491937E+0002  2.66200599596947491937E+0002  2.66200599596947491937E+0002  3.01536196979609969510E+0002  3.31558983029240164575E+0002  7.32565462910200479682E-0005  7.32565462910200479682E-0005  7.32565462910200479682E-0005  7.32702532411886016307E-0005  7.31880554192155954768E-0005
 8.73972602739726027368E+0000  2.93035270006937697995E+0002  2.93035270006937697995E+0002  2.93035270006937697995E+0002  3.28818131934168299074E+0002  3.48968354613263673752E+0002  7.32669622879934680158E-0005  7.32669622879934680158E-0005  7.32669622879934680158E-0005  7.32806715597942751831E-0005  7.31984595279483414975E-0005
 8.76712328767123287663E+0000  3.20169384674378677019E+0002  3.20169384674378677019E+0002  3.20169384674378677019E+0002  3.56398893981283103605E+0002  5.70007480069828046396E+0000  7.32734271800223673149E-0005  7.32734271800223673149E-0005  7.32734271800223673149E-0005  7.32871379117573127096E-0005  7.32049168333151693225E-0005
 8.79452054794520547958E+0000  3.47258459448948974518E+0002  3.47258459448948974518E+0002  3.47258459448948974518E+0002  2.39460607766968755772E+0001  2.18244538498372134035E+0001  7.32685527827442810924E-0005  7.32685527827442810924E-0005  7.32685527827442810924E-0005  7.32822625120279114956E-0005  7.32000470747785948692E-0005
 8.82191780821917808254E+0000  1.43576902727325933680E+0001  1.43576902727325933680E+0001  1.43576902727325933680E+0001  5.13372072847824544896E+0001  3.79223644519991988401E+0001  7.32599030572875427924E-0005  7.32599030572875427924E-0005  7.32599030572875427924E-0005  7.32736109870069577986E-0005  7.31914058091796740391E-0005
 8.84931506849315068462E+0000  4.15470335101653167192E+0001  4.15470335101653167192E+0001  4.15470335101653167192E+0001  7.86789664333858424841E+0001  5.44483026362453749851E+0001  7.32487874042441796915E-0005  7.32487874042441796915E-0005  7.32487874042441796915E-0005  7.32624930097301802771E-0005  7.31803011570965346047E-0005
 8.87671232876712328758E+0000  6.86035829721379406543E+0001  6.86035829721379406543E+0001  6.86035829721379406543E+0001  1.05989860209259324011E+0002  7.05734382911853282624E+0001  7.32422832554783289587E-0005  7.32422832554783289587E-0005  7.32422832554783289587E-0005  7.32559875418852522885E-0005  7.31738029960378169262E-0005
 8.90410958904109589053E+0000  9.56966102084398667141E+0001  9.56966102084398667141E+0001  9.56966102084398667141E+0001  1.33387352829431516166E+0002  8.64305197318628100484E+0001  7.32434448980874855330E-0005  7.32434448980874855330E-0005  7.32434448980874855330E-0005  7.32571495936068266799E-0005  7.31749616603854477737E-0005
 8.93150684931506849348E+0000  1.22919769960745748967E+0002  1.22919769960745748967E+0002  1.22919769960745748967E+0002  1.60828572693314915426E+0002  1.02518863535040917929E+0002  7.32482654817702934594E-0005  7.32482654817702934594E-0005  7.32482654817702934594E-0005  7.32619714203653033243E-0005  7.31797748864058526095E-0005
