t	F1	F2	F3	F4	F5	dF1	dF2	dF3	dF4	dF5
 6.95890410958904109600E+0000  2.79568436624123174666E+0002  2.79568436624123174666E+0002  2.79568436624123174666E+0002  2.90447916954072955537E+0002  1.92258800058709510197E+0001  7.34695726778393152368E-0005  7.34695726778393152368E-0005  7.34695726778393152368E-0005  7.34832793466965132858E-0005  7.34011031432664530035E-0005
 6.98630136986301369852E+0000  3.17338691389367004131E+0002  3.17338691389367004131E+0002  3.17338691389367004131E+0002  3.28279440905135684842E+0002  4.60680933666637332236E+0001  7.34640511844718799392E-0005  7.34640511844718799392E-0005  7.34640511844718799392E-0005  7.34777567969936043235E-0005  7.33955860338865234087E-0005
 7.01369863013698630148E+0000  3.55098237645720964717E+0002  3.55098237645720964717E+0002  3.55098237645720964717E+0002  6.18799436846094983540E+0000  7.27127093421207506344E+0001  7.34570867374573014014E-0005  7.34570867374573014014E-0005  7.34570867374573014014E-0005  7.34707909563924755895E-0005  7.33886277900421216404E-0005
 7.04109589041095890400E+0000  3.28645113270954670366E+0001  3.28645113270954670366E+0001  3.28645113270954670366E+0001  4.42361328692102660810E+0001  9.88895259486636424365E+0001  7.34618871105641376999E-0005  7.34618871105641376999E-0005  7.34618871105641376999E-0005  7.34755925133790941630E-0005  7.33934214313826973537E-0005
 7.06849315068493150695E+0000  7.06729782581183747642E+0001  7.06729782581183747642E+0001  7.06729782581183747642E+0001  8.24473798652311771623E+0001  1.24597873909306771409E+0002  7.34660331049079330547E-0005  7.34660331049079330547E-0005  7.34660331049079330547E-0005  7.34797395518371667845E-0005  7.33975613740709210440E-0005
 7.09589041095890410947E+0000  1.08439692338875918555E+0002  1.08439692338875918555E+0002  1.08439692338875918555E+0002  1.20627547391644147898E+0002  1.50438168659986460415E+0002  7.34749095941654878417E-0005  7.34749095941654878417E-0005  7.34749095941654878417E-0005  7.34886180630690473438E-0005  7.34064272550604852142E-0005
 7.12328767123287671242E+0000  1.46024554356111829087E+0002  1.46024554356111829087E+0002  1.46024554356111829087E+0002  1.58684219920442868501E+0002  1.76043688619170236309E+0002  7.34757951376403793603E-0005  7.34757951376403793603E-0005  7.34757951376403793603E-0005  7.34895038353347829327E-0005  7.34073114425282984271E-0005
 7.15068493150684931494E+0000  1.83401489200749024402E+0002  1.83401489200749024402E+0002  1.83401489200749024402E+0002  1.96653237342855808242E+0002  2.00945618520874709642E+0002  7.34752102229584481885E-0005  7.34752102229584481885E-0005  7.34752102229584481885E-0005  7.34889188200939957223E-0005  7.34067268674410168748E-0005
 7.17808219178082191790E+0000  2.20431256123606358260E+0002  2.20431256123606358260E+0002  2.20431256123606358260E+0002  2.34216682245471409060E+0002  2.25775626944670068166E+0002  7.34651921970484657225E-0005  7.34651921970484657225E-0005  7.34651921970484657225E-0005  7.34788986443772736794E-0005  7.33967193601728919659E-0005
 7.20547945205479452042E+0000  2.57098551835569274493E+0002  2.57098551835569274493E+0002  2.57098551835569274493E+0002  2.71384610891178382125E+0002  2.50481886754084634078E+0002  7.34511895031886158620E-0005  7.34511895031886158620E-0005  7.34511895031886158620E-0005  7.34648928965290320474E-0005  7.33827319107138504087E-0005
 7.23287671232876712337E+0000  2.93362654476288753358E+0002  2.93362654476288753358E+0002  2.93362654476288753358E+0002  3.08222890845473920740E+0002  2.74464048658310148326E+0002  7.34336210962384334203E-0005  7.34336210962384334203E-0005  7.34336210962384334203E-0005  7.34473206143274036655E-0005  7.33651831126857205482E-0005
 7.26027397260273972589E+0000  3.29257874925106258229E+0002  3.29257874925106258229E+0002  3.29257874925106258229E+0002  3.44650561892053853952E+0002  2.98178070848461956421E+0002  7.34195728384100297183E-0005  7.34195728384100297183E-0005  7.34195728384100297183E-0005  7.34332692587371315490E-0005  7.33511505262904568475E-0005
 7.28767123287671232884E+0000  4.95656923145335023438E+0000  4.95656923145335023438E+0000  4.95656923145335023438E+0000  2.07476257795913347805E+0001  3.21927188117949801494E+0002  7.34143449181028563303E-0005  7.34143449181028563303E-0005  7.34143449181028563303E-0005  7.34280401580782184861E-0005  7.33459287415500519784E-0005
 7.31506849315068493136E+0000  4.06482319359551919277E+0001  4.06482319359551919277E+0001  4.06482319359551919277E+0001  5.67563129752315171997E+0001  3.45955064705316730100E+0002  7.34176165364314653117E-0005  7.34176165364314653117E-0005  7.34176165364314653117E-0005  7.34313124188814297285E-0005  7.33491975780681855809E-0005
 7.34246575342465753432E+0000  7.63445993221632161416E+0001  7.63445993221632161416E+0001  7.63445993221632161416E+0001  9.27693138231060927743E+0001  9.92982892218453508902E+0000  7.34257492118616356623E-0005  7.34257492118616356623E-0005  7.34257492118616356623E-0005  7.34394468125829601185E-0005  7.33573220061047140534E-0005
 7.36986301369863013684E+0000  1.12071766216113776170E+0002  1.12071766216113776170E+0002  1.12071766216113776170E+0002  1.28847823659262007714E+0002  3.37849528369243780959E+0001  7.34353267185740988734E-0005  7.34353267185740988734E-0005  7.34353267185740988734E-0005  7.34490263927334731439E-0005  7.33668892524003720563E-0005
 7.39726027397260273979E+0000  1.47822030944283849138E+0002  1.47822030944283849138E+0002  1.47822030944283849138E+0002  1.64861706555306768734E+0002  5.83527775775565904701E+0001  7.34442917785668051856E-0005  7.34442917785668051856E-0005  7.34442917785668051856E-0005  7.34579934115242487992E-0005  7.33758445116869450370E-0005
 7.42465753424657534231E+0000  1.83587776778297544725E+0002  1.83587776778297544725E+0002  1.83587776778297544725E+0002  2.00899175495392085203E+0002  8.31616438259334836633E+0001  7.34458831724650276033E-0005  7.34458831724650276033E-0005  7.34458831724650276033E-0005  7.34595851464366972207E-0005  7.33774342395677862773E-0005
 7.45205479452054794526E+0000  2.19364155021951150487E+0002  2.19364155021951150487E+0002  2.19364155021951150487E+0002  2.37065234031496817280E+0002  1.08162456271285759665E+0002  7.34453231820453007122E-0005  7.34453231820453007122E-0005  7.34453231820453007122E-0005  7.34590250422886312494E-0005  7.33768747664371549565E-0005
 7.47945205479452054778E+0000  2.55139904561502840627E+0002  2.55139904561502840627E+0002  2.55139904561502840627E+0002  2.73203195739504763995E+0002  1.34688986058725246445E+0002  7.34360440274260041904E-0005  7.34360440274260041904E-0005  7.34360440274260041904E-0005  7.34497439193034150861E-0005  7.33676051062719559498E-0005
 7.50684931506849315074E+0000  2.90910177343816790607E+0002  2.90910177343816790607E+0002  2.90910177343816790607E+0002  3.09310040772063504444E+0002  1.64920588689567549634E+0002  7.34278798704476625516E-0005  7.34278798704476625516E-0005  7.34278798704476625516E-0005  7.34415780427015261840E-0005  7.33594491693282882001E-0005
 7.53424657534246575326E+0000  3.26676505430359786580E+0002  3.26676505430359786580E+0002  3.26676505430359786580E+0002  3.45518292642441511797E+0002  2.27639944216198964119E+0002  7.34161341985620380132E-0005  7.34161341985620380132E-0005  7.34161341985620380132E-0005  7.34298298499826869464E-0005  7.33477158399537199947E-0005
 7.56164383561643835621E+0000  2.43449598750849687521E+0000  2.43449598750849687521E+0000  2.43449598750849687521E+0000  2.18017867483968107323E+0001  1.75254333941180582598E+0002  7.34152856658420235794E-0005  7.34152856658420235794E-0005  7.34152856658420235794E-0005  7.34289812015698042268E-0005  7.33468674684886098049E-0005
 7.58904109589041095873E+0000  3.82341056721278433513E+0001  3.82341056721278433513E+0001  3.82341056721278433513E+0001  5.81594419203443275326E+0001  2.14686315186797992527E+0002  7.34181072334335669728E-0005  7.34181072334335669728E-0005  7.34181072334335669728E-0005  7.34318034491491944758E-0005  7.33496852523944983198E-0005
 7.61643835616438356169E+0000  7.41117860861126476410E+0001  7.41117860861126476410E+0001  7.41117860861126476410E+0001  9.45663532665628415869E+0001  2.43454851682783927430E+0002  7.34326461073519460325E-0005  7.34326461073519460325E-0005  7.34326461073519460325E-0005  7.34463455246080547818E-0005  7.33642079558242108113E-0005
 7.64383561643835616421E+0000  1.10128424293132860433E+0002  1.10128424293132860433E+0002  1.10128424293132860433E+0002  1.31140408859445265294E+0002  2.69690476409612633346E+0002  7.34435991807829755484E-0005  7.34435991807829755484E-0005  7.34435991807829755484E-0005  7.34573010028586487327E-0005  7.33751489268201035412E-0005
 7.67123287671232876716E+0000  1.46392855492200168022E+0002  1.46392855492200168022E+0002  1.46392855492200168022E+0002  1.68024059763034841114E+0002  2.95271306353843968034E+0002  7.34592748315775256610E-0005  7.34592748315775256610E-0005  7.34592748315775256610E-0005  7.34729801049128777445E-0005  7.33908071543108112970E-0005
 7.69863013698630136968E+0000  1.82929925865852515035E+0002  1.82929925865852515035E+0002  1.82929925865852515035E+0002  2.05064983677532844758E+0002  3.21015887938307462157E+0002  7.34633675683705334482E-0005  7.34633675683705334482E-0005  7.34633675683705334482E-0005  7.34770737838270290862E-0005  7.33948948912395863632E-0005
 7.72602739726027397263E+0000  2.19733011895750794118E+0002  2.19733011895750794118E+0002  2.19733011895750794118E+0002  2.42310600499901394961E+0002  3.46665678442280123434E+0002  7.34677247180630353209E-0005  7.34677247180630353209E-0005  7.34677247180630353209E-0005  7.34814319178953918463E-0005  7.33992469229587980201E-0005
 7.75342465753424657515E+0000  2.56842371444878193987E+0002  2.56842371444878193987E+0002  2.56842371444878193987E+0002  2.79937498673525937742E+0002  1.24009969522878700336E+0001  7.34615928122503900938E-0005  7.34615928122503900938E-0005  7.34615928122503900938E-0005  7.34752986904007812944E-0005  7.33931215198038547005E-0005
 7.78082191780821917811E+0000  2.94176980721299244775E+0002  2.94176980721299244775E+0002  2.94176980721299244775E+0002  3.17688296123035191054E+0002  3.84777877394462626166E+0001  7.34560005474768368913E-0005  7.34560005474768368913E-0005  7.34560005474768368913E-0005  7.34697052572722657384E-0005  7.33875347787470694173E-0005
 7.80821917808219178063E+0000  3.31579960249090899216E+0002  3.31579960249090899216E+0002  3.31579960249090899216E+0002  3.55285195397568812764E+0002  6.49987778862121959381E+0001  7.34492280439126263251E-0005  7.34492280439126263251E-0005  7.34492280439126263251E-0005  7.34629313332589537350E-0005  7.33807690258203466613E-0005
 7.83561643835616438358E+0000  9.00454555223504566740E+0000  9.00454555223504566740E+0000  9.00454555223504566740E+0000  3.28751809786713084828E+0001  9.18347857781628785501E+0001  7.34509033131785907562E-0005  7.34509033131785907562E-0005  7.34509033131785907562E-0005  7.34646070112904911187E-0005  7.33824419938913549628E-0005
 7.86301369863013698610E+0000  4.64463523833419852128E+0001  4.64463523833419852128E+0001  4.64463523833419852128E+0001  7.04693204203203605387E+0001  1.18692716954386834970E+0002  7.34581244101706017831E-0005  7.34581244101706017831E-0005  7.34581244101706017831E-0005  7.34718297751472124802E-0005  7.33896542179109960063E-0005
 7.89041095890410958905E+0000  8.39252483437990845147E+0001  8.39252483437990845147E+0001  8.39252483437990845147E+0001  1.08082785625529078484E+0002  1.45453213756298888118E+0002  7.34679512648027094364E-0005  7.34679512648027094364E-0005  7.34679512648027094364E-0005  7.34816589209081621818E-0005  7.33994687482811734533E-0005
 7.91780821917808219157E+0000  1.21425874722844117891E+0002  1.21425874722844117891E+0002  1.21425874722844117891E+0002  1.45673251781806852911E+0002  1.72229254547974642772E+0002  7.34762340235782756639E-0005  7.34762340235782756639E-0005  7.34762340235782756639E-0005  7.34899436414288780034E-0005  7.34077407833957600878E-0005
 7.94520547945205479453E+0000  1.58924458998424575185E+0002  1.58924458998424575185E+0002  1.58924458998424575185E+0002  1.83319540786170034244E+0002  1.98761763713700482500E+0002  7.34797287793398387289E-0005  7.34797287793398387289E-0005  7.34797287793398387289E-0005  7.34934393182139299992E-0005  7.34112299885564320088E-0005
 7.97260273972602739705E+0000  1.96406478489407531896E+0002  1.96406478489407531896E+0002  1.96406478489407531896E+0002  2.21098971829488958260E+0002  2.24604022467152049547E+0002  7.34796345176175032777E-0005  7.34796345176175032777E-0005  7.34796345176175032777E-0005  7.34933452114375696416E-0005  7.34111338991007664444E-0005
 8.00000000000000000000E+0000  2.33854216378806414434E+0002  2.33854216378806414434E+0002  2.33854216378806414434E+0002  2.58828632309056838157E+0002  2.50252194217655427308E+0002  7.34726130440605339418E-0005  7.34726130440605339418E-0005  7.34726130440605339418E-0005  7.34863224025812698087E-0005  7.34041179114400722283E-0005
 8.02739726027397260295E+0000  2.71254352730122470005E+0002  2.71254352730122470005E+0002  2.71254352730122470005E+0002  2.96510713849550993387E+0002  2.75891844402209447940E+0002  7.34666802489516894917E-0005  7.34666802489516894917E-0005  7.34666802489516894917E-0005  7.34803884927151498016E-0005  7.33981896035444225805E-0005
 8.05479452054794520591E+0000  3.08620374378409347671E+0002  3.08620374378409347671E+0002  3.08620374378409347671E+0002  3.34341217131301992743E+0002  3.00878329029439598979E+0002  7.34550519237463917826E-0005  7.34550519237463917826E-0005  7.34550519237463917826E-0005  7.34687577721114214336E-0005  7.33865723894289965411E-0005
 8.08219178082191780799E+0000  3.45974131931286460973E+0002  3.45974131931286460973E+0002  3.45974131931286460973E+0002  1.22478717912103252730E+0001  3.25631525060479264377E+0002  7.34516498404833624665E-0005  7.34516498404833624665E-0005  7.34516498404833624665E-0005  7.34653550860432784867E-0005  7.33831724791508935800E-0005
 8.10958904109589041095E+0000  2.33275973018156547959E+0001  2.33275973018156547959E+0001  2.33275973018156547959E+0001  5.01142399574938626206E+0001  3.50724459542624263264E+0002  7.34478593966616220272E-0005  7.34478593966616220272E-0005  7.34478593966616220272E-0005  7.34615639219169823968E-0005  7.33793849920416390759E-0005
 8.13698630136986301390E+0000  6.06213161617544017655E+0001  6.06213161617544017655E+0001  6.06213161617544017655E+0001  8.79323659621333500180E+0001  1.58413771634352136524E+0001  7.34545898994808061087E-0005  7.34545898994808061087E-0005  7.34545898994808061087E-0005  7.34682959409556014344E-0005  7.33861076357322795940E-0005
 8.16438356164383561685E+0000  9.77920384800443968226E+0001  9.77920384800443968226E+0001  9.77920384800443968226E+0001  1.25673767810229413296E+0002  4.06514477457837177000E+0001  7.34579430325060307462E-0005  7.34579430325060307462E-0005  7.34579430325060307462E-0005  7.34716498393944429496E-0005  7.33894567431781424678E-0005
 8.19178082191780821894E+0000  1.34795583812008248778E+0002  1.34795583812008248778E+0002  1.34795583812008248778E+0002  1.63263569089499736176E+0002  6.51088684638503377294E+0001  7.34637830830765561016E-0005  7.34637830830765561016E-0005  7.34637830830765561016E-0005  7.34774912043321456547E-0005  7.33952899888641217736E-0005
 8.21917808219178082189E+0000  1.71573803814811678872E+0002  1.71573803814811678872E+0002  1.71573803814811678872E+0002  2.00505535806189657197E+0002  8.98878168998083889665E+0001  7.34621003950362135677E-0005  7.34621003950362135677E-0005  7.34621003950362135677E-0005  7.34758081691237383360E-0005  7.33936089145518376890E-0005
 8.24657534246575342485E+0000  2.08100766464615000897E+0002  2.08100766464615000897E+0002  2.08100766464615000897E+0002  2.37453506179823269184E+0002  1.14475864185361327810E+0002  7.34584816800993533763E-0005  7.34584816800993533763E-0005  7.34584816800993533763E-0005  7.34721886549323014526E-0005  7.33899942492664386605E-0005
 8.27397260273972602780E+0000  2.44410907083985275381E+0002  2.44410907083985275381E+0002  2.44410907083985275381E+0002  2.74208785037628768488E+0002  1.38568197132969151988E+0002  7.34494969757521426906E-0005  7.34494969757521426906E-0005  7.34494969757521426906E-0005  7.34632019587353048606E-0005  7.33810196819234101392E-0005
 8.30136986301369862989E+0000  2.80638915793612149174E+0002  2.80638915793612149174E+0002  2.80638915793612149174E+0002  3.10716753471651385338E+0002  1.63233242324851005309E+0002  7.34397594956816824958E-0005  7.34397594956816824958E-0005  7.34397594956816824958E-0005  7.34534623419065182704E-0005  7.33712929475322918093E-0005
 8.32876712328767123284E+0000  3.16830006304838015685E+0002  3.16830006304838015685E+0002  3.16830006304838015685E+0002  3.47022189189165983642E+0002  1.88489076181635313037E+0002  7.34304270426457310202E-0005  7.34304270426457310202E-0005  7.34304270426457310202E-0005  7.34441278402921868331E-0005  7.33619708019508157160E-0005
 8.35616438356164383579E+0000  3.53006733897967706931E+0002  3.53006733897967706931E+0002  3.53006733897967706931E+0002  2.33467960882443953691E+0001  2.13688274503187142547E+0002  7.34254991473665339202E-0005  7.34254991473665339202E-0005  7.34254991473665339202E-0005  7.34391988379821673898E-0005  7.33570486281365067469E-0005
 8.38356164383561643875E+0000  2.91710267930197288521E+0001  2.91710267930197288521E+0001  2.91710267930197288521E+0001  5.96963669230475525995E+0001  2.38955141589395903545E+0002  7.34263066346892412390E-0005  7.34263066346892412390E-0005  7.34263066346892412390E-0005  7.34400065168722707444E-0005  7.33578550660666980912E-0005
 8.41095890410958904083E+0000  6.53480262139764662838E+0001  6.53480262139764662838E+0001  6.53480262139764662838E+0001  9.59980890800684218342E+0001  2.64577954711909549640E+0002  7.34326196120531474457E-0005  7.34326196120531474457E-0005  7.34326196120531474457E-0005  7.34463209255903475681E-0005  7.33641605690793026833E-0005
 8.43835616438356164379E+0000  1.01548836813932981900E+0002  1.01548836813932981900E+0002  1.01548836813932981900E+0002  1.32329289151813138906E+0002  2.90221106972694871090E+0002  7.34429270140527322705E-0005  7.34429270140527322705E-0005  7.34429270140527322705E-0005  7.34566306189569500873E-0005  7.33744562706228728579E-0005
 8.46575342465753424674E+0000  1.37768672262630376857E+0002  1.37768672262630376857E+0002  1.37768672262630376857E+0002  1.68807528080481749025E+0002  3.15727711532656124815E+0002  7.34501493574192759816E-0005  7.34501493574192759816E-0005  7.34501493574192759816E-0005  7.34638545876233979283E-0005  7.33816701990457854677E-0005
 8.49315068493150684970E+0000  1.74009439370568128824E+0002  1.74009439370568128824E+0002  1.74009439370568128824E+0002  2.05409042800607500687E+0002  3.41497644851249022246E+0002  7.34567967393438320962E-0005  7.34567967393438320962E-0005  7.34567967393438320962E-0005  7.34705034976682025169E-0005  7.33883094822004618944E-0005
 8.52054794520547945178E+0000  2.10267445581370861996E+0002  2.10267445581370861996E+0002  2.10267445581370861996E+0002  2.41993631020919158864E+0002  7.94915584394013729650E+0000  7.34542653363163417967E-0005  7.34542653363163417967E-0005  7.34542653363163417967E-0005  7.34679716272493280180E-0005  7.33857799033789485001E-0005
 8.54794520547945205474E+0000  2.46520344989476710013E+0002  2.46520344989476710013E+0002  2.46520344989476710013E+0002  2.78600615184697212867E+0002  3.57001524000565740834E+0001  7.34504976243645858831E-0005  7.34504976243645858831E-0005  7.34504976243645858831E-0005  7.34642031639819286802E-0005  7.33820155188819243270E-0005
 8.57534246575342465769E+0000  2.82773949672669105471E+0002  2.82773949672669105471E+0002  2.82773949672669105471E+0002  3.15385731191486969160E+0002  6.61114918223600973382E+0001  7.34373331066519744369E-0005  7.34373331066519744369E-0005  7.34373331066519744369E-0005  7.34510358266107029852E-0005  7.33688647685667648448E-0005
 8.60273972602739726064E+0000  3.18999821928831192114E+0002  3.18999821928831192114E+0002  3.18999821928831192114E+0002  3.52179033279375273857E+0002  1.12959856736337323303E+0002  7.34280907532110440567E-0005  7.34280907532110440567E-0005  7.34280907532110440567E-0005  7.34417915196496665916E-0005  7.33596317952685870571E-0005
 8.63013698630136986273E+0000  3.55209949738418342108E+0002  3.55209949738418342108E+0002  3.55209949738418342108E+0002  2.88669552220068645516E+0001  3.21058522405702242639E+0001  7.34210694879176600054E-0005  7.34210694879176600054E-0005  7.34210694879176600054E-0005  7.34347687763130209533E-0005  7.33526175904426524320E-0005
 8.65753424657534246568E+0000  3.14782714854029388677E+0001  3.14782714854029388677E+0001  3.14782714854029388677E+0001  6.56673096687452558448E+0001  1.07781314050324579200E+0002  7.34281323612063414907E-0005  7.34281323612063414907E-0005  7.34281323612063414907E-0005  7.34418332090373740507E-0005  7.33596725624706940900E-0005
 8.68493150684931506864E+0000  6.78444910882144754452E+0001  6.78444910882144754452E+0001  6.78444910882144754452E+0001  1.02632110414236801046E+0002  1.41193883853349251872E+0002  7.34385033306049326441E-0005  7.34385033306049326441E-0005  7.34385033306049326441E-0005  7.34522064770489297794E-0005  7.33700318344237125086E-0005
 8.71232876712328767159E+0000  1.04371165975922530075E+0002  1.04371165975922530075E+0002  1.04371165975922530075E+0002  1.39706763358585007662E+0002  1.69729549408215202713E+0002  7.34556486256201130598E-0005  7.34556486256201130598E-0005  7.34556486256201130598E-0005  7.34693555757886667224E-0005  7.33871577538156605685E-0005
 8.73972602739726027368E+0000  1.41097637551162970362E+0002  1.41097637551162970362E+0002  1.41097637551162970362E+0002  1.76880499478393571428E+0002  1.97030722157488946120E+0002  7.34660646225665637505E-0005  7.34660646225665637505E-0005  7.34660646225665637505E-0005  7.34797738943673709178E-0005  7.33975618625214372322E-0005
 8.76712328767123287663E+0000  1.78004086887796546160E+0002  1.78004086887796546160E+0002  1.78004086887796546160E+0002  2.14233596194700972759E+0002  2.23534783155054209439E+0002  7.34725295145798850416E-0005  7.34725295145798850416E-0005  7.34725295145798850416E-0005  7.34862402463148304364E-0005  7.34040191678726870492E-0005
 8.79452054794520547958E+0000  2.14998487707180157141E+0002  2.14998487707180157141E+0002  2.14998487707180157141E+0002  2.51686095175866118012E+0002  2.49564488249006455861E+0002  7.34676551173195859221E-0005  7.34676551173195859221E-0005  7.34676551173195859221E-0005  7.34813648466032163253E-0005  7.33991494093538996989E-0005
 8.82191780821917808254E+0000  2.51985357822382938106E+0002  2.51985357822382938106E+0002  2.51985357822382938106E+0002  2.88964874834432799228E+0002  2.75550032001649543578E+0002  7.34590053918931383343E-0005  7.34590053918931383343E-0005  7.34590053918931383343E-0005  7.34727133216125533404E-0005  7.33905081437852695810E-0005
 8.84931506849315068462E+0000  2.88947702245348948452E+0002  2.88947702245348948452E+0002  2.88947702245348948452E+0002  3.26079635168569474196E+0002  3.01848971371429006721E+0002  7.34478897388879831426E-0005  7.34478897388879831426E-0005  7.34478897388879831426E-0005  7.34615953443739837282E-0005  7.33794034917403380558E-0005
 8.87671232876712328758E+0000  3.25913549865325180704E+0002  3.25913549865325180704E+0002  3.25913549865325180704E+0002  3.29982096150850424889E+0000  3.27883405184372568347E+0002  7.34413855901470034345E-0005  7.34413855901470034345E-0005  7.34413855901470034345E-0005  7.34550898765539267643E-0005  7.33729053307064914020E-0005
 8.90410958904109589053E+0000  2.88977246403150752263E+0000  2.88977246403150752263E+0000  2.88977246403150752263E+0000  4.05805150850231569765E+0001  3.53623688128392510671E+0002  7.34425472327623897112E-0005  7.34425472327623897112E-0005  7.34425472327623897112E-0005  7.34562519282817308581E-0005  7.33740639950603519519E-0005
 8.93150684931506849348E+0000  3.98889308762065097069E+0001  3.98889308762065097069E+0001  3.98889308762065097069E+0001  7.77977336087756761729E+0001  1.94880244505016786694E+0001  7.34473678164430846146E-0005  7.34473678164430846146E-0005  7.34473678164430846146E-0005  7.34610737550380944796E-0005  7.33788772210786437648E-0005
 8.95890410958904109557E+0000  7.69198384832501417321E+0001  7.69198384832501417321E+0001  7.69198384832501417321E+0001  1.15144852435635878643E+0002  4.50193845961790840571E+0001  7.34566649320553370762E-0005  7.34566649320553370762E-0005  7.34566649320553370762E-0005  7.34703730650479521917E-0005  7.33881623807100477740E-0005
 8.98630136986301369852E+0000  1.13970309776260077965E+0002  1.13970309776260077965E+0002  1.13970309776260077965E+0002  1.52718326333458695107E+0002  6.97523447415307266475E+0001  7.34643115851783897619E-0005  7.34643115851783897619E-0005  7.34643115851783897619E-0005  7.34780215577719720145E-0005  7.33957988186805320279E-0005
 9.01369863013698630148E+0000  1.51022364810985826961E+0002  1.51022364810985826961E+0002  1.51022364810985826961E+0002  1.90350130529622503628E+0002  9.39755794263675892364E+0001  7.34709185890342512659E-0005  7.34709185890342512659E-0005  7.34709185890342512659E-0005  7.34846301955082142533E-0005  7.34023965084228627303E-0005
 9.04109589041095890443E+0000  1.88069835850292773977E+0002  1.88069835850292773977E+0002  1.88069835850292773977E+0002  2.27958773754461902564E+0002  1.18223302839968070779E+0002  7.34700773092774746354E-0005  7.34700773092774746354E-0005  7.34700773092774746354E-0005  7.34837888907034864807E-0005  7.34015544014889391291E-0005
 9.06849315068493150652E+0000  2.25076855842381747988E+0002  2.25076855842381747988E+0002  2.25076855842381747988E+0002  2.65584719380580106446E+0002  1.42162090463541614216E+0002  7.34682608281319821097E-0005  7.34682608281319821097E-0005  7.34682608281319821097E-0005  7.34819721389562421484E-0005  7.33997385162329616819E-0005
 9.09589041095890410947E+0000  2.62091025312381031759E+0002  2.62091025312381031759E+0002  2.62091025312381031759E+0002  3.03337528952982041913E+0002  1.65780067450679269053E+0002  7.34590842581900503026E-0005  7.34590842581900503026E-0005  7.34590842581900503026E-0005  7.34727936626793454924E-0005  7.33905708900643495700E-0005
 9.12328767123287671242E+0000  2.99159951672558533792E+0002  2.99159951672558533792E+0002  2.99159951672558533792E+0002  3.41090980037999838864E+0002  1.89940803613856989240E+0002  7.34527944795912988050E-0005  7.34527944795912988050E-0005  7.34527944795912988050E-0005  7.34665025956357855213E-0005  7.33842870421478225000E-0005
 9.15068493150684931538E+0000  3.36245323111505105051E+0002  3.36245323111505105051E+0002  3.36245323111505105051E+0002  1.86973170224019281434E+0001  2.14739283192859904972E+0002  7.34434832367203266809E-0005  7.34434832367203266809E-0005  7.34434832367203266809E-0005  7.34571893819867004643E-0005  7.33749852771973836213E-0005
 9.17808219178082191746E+0000  1.33181706790553644002E+0001  1.33181706790553644002E+0001  1.33181706790553644002E+0001  5.63353864323584968381E+0001  2.39399912791126144349E+0002  7.34442605945954350304E-0005  7.34442605945954350304E-0005  7.34442605945954350304E-0005  7.34579669331269126020E-0005  7.33757615276623619210E-0005
 9.20547945205479452042E+0000  5.03500478108793246314E+0001  5.03500478108793246314E+0001  5.03500478108793246314E+0001  9.39605449532882990582E+0001  2.63968311520978640344E+0002  7.34456689946067760243E-0005  7.34456689946067760243E-0005  7.34456689946067760243E-0005  7.34593756708181893144E-0005  7.33771680585349059882E-0005
 9.23287671232876712337E+0000  8.73201168116946672276E+0001  8.73201168116946672276E+0001  8.73201168116946672276E+0001  1.31334802361620608530E+0002  2.89097156693674475797E+0002  7.34554183296889463210E-0005  7.34554183296889463210E-0005  7.34554183296889463210E-0005  7.34691271766293415734E-0005  7.33869062904193458379E-0005
 9.26027397260273972632E+0000  1.24210757508862926046E+0002  1.24210757508862926046E+0002  1.24210757508862926046E+0002  1.68440014096347138187E+0002  3.14634288433410235275E+0002  7.34598248396089361350E-0005  7.34598248396089361350E-0005  7.34598248396089361350E-0005  7.34735346579362473707E-0005  7.33913078894393171177E-0005
 9.28767123287671232841E+0000  1.61040332995868997620E+0002  1.61040332995868997620E+0002  1.61040332995868997620E+0002  2.05426279337999286495E+0002  3.40008444353099533175E+0002  7.34661714670187497008E-0005  7.34661714670187497008E-0005  7.34661714670187497008E-0005  7.34798826764727169691E-0005  7.33976475315890652115E-0005
 9.31506849315068493136E+0000  1.97877767797291099411E+0002  1.97877767797291099411E+0002  1.97877767797291099411E+0002  2.42385853047741275240E+0002  5.71236183744373820798E+0000  7.34664155605200090606E-0005  7.34664155605200090606E-0005  7.34664155605200090606E-0005  7.34801268561824875651E-0005  7.33978909966420092609E-0005
 9.34246575342465753432E+0000  2.34712367469704700759E+0002  2.34712367469704700759E+0002  2.34712367469704700759E+0002  2.79154531240488556570E+0002  3.22302554243272127571E+0001  7.34619579866681796713E-0005  7.34619579866681796713E-0005  7.34619579866681796713E-0005  7.34756683483773754178E-0005  7.33934378545890296074E-0005
 9.36986301369863013727E+0000  2.71510006094979748997E+0002  2.71510006094979748997E+0002  2.71510006094979748997E+0002  3.15813058800103425405E+0002  5.90440942759545454310E+0001  7.34540936748053161282E-0005  7.34540936748053161282E-0005  7.34540936748053161282E-0005  7.34678023598122344975E-0005  7.33855816808234533373E-0005
 9.39726027397260273936E+0000  3.08280187503646101205E+0002  3.08280187503646101205E+0002  3.08280187503646101205E+0002  3.52577533747396492741E+0002  8.56252865134207495137E+0001  7.34445846277587685234E-0005  7.34445846277587685234E-0005  7.34445846277587685234E-0005  7.34582912844293560385E-0005  7.33760824855259571512E-0005
